ARO Accession	CVTERM ID	Model Sequence ID	Model ID	Model Name	ARO Name	Protein Accession	DNA Accession	AMR Gene Family	Drug Class	Resistance Mechanism	CARD Short Name
ARO:3002060	38460	1975	1501	CMY-49	CMY-49	ACV32310.1	GQ402541.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-49
ARO:3002016	38416	5257	2065	CMY-5	CMY-5	CAB50867.1	Y17716.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-5
ARO:3002061	38461	822	911	CMY-50	CMY-50	CBI75447.1	FN645444.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-50
ARO:3002062	38462	904	340	CMY-51	CMY-51	AFK73431.1	JQ733571.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-51
ARO:3002064	38464	958	1236	CMY-53	CMY-53	ADQ38362.1	HQ336940.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-53
ARO:3002065	38465	1036	680	CMY-54	CMY-54	ADK55604.1	HM544039.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-54
ARO:3002066	38466	1116	88	CMY-55	CMY-55	ADK55605.1	HM544040.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-55
ARO:3002067	38467	1196	95	CMY-56	CMY-56	ADT91162.1	HQ322613.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-56
ARO:3002068	38468	1283	1704	CMY-57	CMY-57	ADP37961.1	HQ285243.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-57
ARO:3002072	38472	1362	854	CMY-58	CMY-58	ADY19254.1	HQ185697.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-58
ARO:3002069	38469	6218	1840	CMY-59	CMY-59	BAJ17544.1	AB587082.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-59
ARO:3002017	38417	1548	1409	CMY-6	CMY-6	CAB36902.1	AJ011293.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-6
ARO:3002073	38473	1625	288	CMY-60	CMY-60	AEM97672.1	JF460794.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-60
ARO:3002074	38474	1701	864	CMY-61	CMY-61	AEM97673.1	JF460795.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-61
ARO:3002075	38475	1777	1407	CMY-62	CMY-62	AEM97674.1	JF460796.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-62
ARO:3002076	38476	1859	1147	CMY-63	CMY-63	AET07387.1	HQ650104.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-63
ARO:3002077	38477	1915	1591	CMY-64	CMY-64	ADW84690.1	HQ832678.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-64
ARO:3002078	38478	1994	261	CMY-65	CMY-65	AEI52842.1	JF780936.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-65
ARO:3002079	38479	783	695	CMY-66	CMY-66	AEZ49849.1	JN714478.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-66
ARO:3002080	38480	864	1864	CMY-67	CMY-67	AFK08541.1	JQ711185.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-67
ARO:3002081	38481	945	1668	CMY-68	CMY-68	AEZ49855.1	JN714480.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-68
ARO:3002082	38482	1022	963	CMY-69	CMY-69	AGE45504.1	JX049132.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-69
ARO:3002018	38418	1100	1988	CMY-7	CMY-7	CAB36900.1	AJ011291.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-7
ARO:3002083	38483	1180	64	CMY-70	CMY-70	AFU25635.1	JX440350.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-70
ARO:3002084	38484	1267	550	CMY-71	CMY-71	AFK08538.1	JQ711184.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-71
ARO:3002085	38485	1346	1247	CMY-72	CMY-72	AFU25641.1	JX440352.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-72
ARO:3002086	38486	1423	1585	CMY-73	CMY-73	ACU00152.1	GQ351345.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-73
ARO:3002087	38487	1509	889	CMY-74	CMY-74	AFU25632.1	JX440349.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-74
ARO:3002088	38488	1587	683	CMY-75	CMY-75	AFK73434.1	JQ733572.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-75
ARO:3002089	38489	1664	2018	CMY-76	CMY-76	AFK73437.1	JQ733573.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-76
ARO:3002090	38490	1739	996	CMY-77	CMY-77	AFU25644.1	JX440353.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-77
ARO:3002091	38491	1817	1634	CMY-78	CMY-78	AFK73443.1	JQ733575.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-78
ARO:3002092	38492	1897	94	CMY-79	CMY-79	AFK73446.1	JQ733576.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-79
ARO:3002019	38419	8198	269	CMY-8	CMY-8	AAD50818.2	AF167990.3	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-8
ARO:3002093	38493	762	757	CMY-80	CMY-80	AFK73449.1	JQ733577.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-80
ARO:3002094	38494	823	1178	CMY-81	CMY-81	AFK73452.1	JQ733578.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-81
ARO:3002095	38495	905	1990	CMY-82	CMY-82	AHL39324.1	KJ207203.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-82
ARO:3002096	38496	959	364	CMY-83	CMY-83	AFU25638.1	JX440351.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-83
ARO:3002097	38497	1037	2027	CMY-84	CMY-84	AFK73455.1	JQ733579.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-84
ARO:3002098	38498	1117	283	CMY-85	CMY-85	AHL39322.1	KJ207202.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-85
ARO:3002099	38499	1197	1140	CMY-86	CMY-86	AHL39327.1	KJ207204.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-86
ARO:3002100	38500	1284	1829	CMY-87	CMY-87	BAL63057.1	AB699171.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-87
ARO:3002102	38502	6301	3938	CMY-89	CMY-89	CCK86742.1	HE819403.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-89
ARO:3006464	44926	6854	4479	CMY-8b	CMY-8b	WP_063859897.1	NG_048887.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-8b
ARO:3002020	38420	1363	136	CMY-9	CMY-9	BAB72158.1	AB061794.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-9
ARO:3002103	38503	1444	894	CMY-90	CMY-90	CCK86743.1	HE819404.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-90
ARO:3002106	38506	1549	1756	CMY-93	CMY-93	AHM76768.1	KF992025.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-93
ARO:3002107	38507	1626	1163	CMY-94	CMY-94	AGC54798.1	JX514368.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-94
ARO:3002108	38508	1702	301	CMY-95	CMY-95	AGC54799.1	JX514369.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-95
ARO:3002109	38509	6281	3920	CMY-96	CMY-96	WP_063859917.1	NG_048893.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-96
ARO:3002110	38510	6296	3933	CMY-97	CMY-97	AFZ85213.1	KC007363.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-97
ARO:3002111	38511	1778	297	CMY-98	CMY-98	AGH70380.1	KC603538.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-98
ARO:3002070	38470	1860	1593	CMY-99	CMY-99	AGU59995.1	KF305673.1	CMY beta-lactamase	cephamycin	antibiotic inactivation	CMY-99
ARO:3004639	42633	5448	3337	Corynebacterium striatum tetA	Corynebacterium striatum tetA	NP_862226.1	NC_004939.1	major facilitator superfamily (MFS) antibiotic efflux pump	penam;tetracycline antibiotic	antibiotic efflux	Cstr_tetA
ARO:3003994	40876	3865	2529	cpaA	cpaA	APB03224.1	KX531054.1	cpa acetyltransferase	aminoglycoside antibiotic	antibiotic inactivation	cpaA
ARO:3007075	45637	8439	5768	cph	cph	AAA92037.1	U13078.1	capreomycin phosphotransferase	aminoglycoside antibiotic	antibiotic inactivation	cph
ARO:3003099	39665	3364	1428	cphA2	cphA2	AAB03413.1	U60294.1	CphA beta-lactamase	carbapenem	antibiotic inactivation	cphA2
ARO:3003093	39646	820	1687	cphA3	cphA3	AAM63403.1	AY112998.1	CphA beta-lactamase	carbapenem	antibiotic inactivation	cphA3
ARO:3003100	39666	1409	803	cphA4	cphA4	AAP69912.1	AY227050.1	CphA beta-lactamase	carbapenem	antibiotic inactivation	cphA4
ARO:3003101	39667	1501	1605	cphA5	cphA5	AAP69913.1	AY227051.1	CphA beta-lactamase	carbapenem	antibiotic inactivation	cphA5
ARO:3003102	39668	1579	1949	cphA6	cphA6	AAP69914.1	AY227052.1	CphA beta-lactamase	carbapenem	antibiotic inactivation	cphA6
ARO:3003103	39669	6071	143	cphA7	cphA7	AAP69915.1	AY227053.1	CphA beta-lactamase	carbapenem	antibiotic inactivation	cphA7
ARO:3003104	39670	1731	1498	cphA8	cphA8	AAP97129.1	AY261375.1	CphA beta-lactamase	carbapenem	antibiotic inactivation	cphA8
ARO:3005063	43267	6098	3803	cprR	cprR	AAG06465.1	AE004091.2	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic efflux;antibiotic target alteration	cprR
ARO:3005064	43268	6099	3804	cprS	cprS	AAG06466.1	AE004091.2	pmr phosphoethanolamine transferase	peptide antibiotic	antibiotic efflux;antibiotic target alteration	cprS
ARO:3003716	40370	3431	2231	CPS-1	CPS-1	AJP77054.1	KP109675.1	CPS beta-lactamase	carbapenem	antibiotic inactivation	CPS-1
ARO:3000830	37210	5407	152	cpxA	cpxA	BAB38260.1	BA000007.3	resistance-nodulation-cell division (RND) antibiotic efflux pump	aminocoumarin antibiotic;aminoglycoside antibiotic	antibiotic efflux	cpxA
ARO:3005049	43249	6087	3792	CrcB	CrcB	CCN31428.1	HF536482.1	multidrug and toxic compound extrusion (MATE) transporter	aminoglycoside antibiotic	antibiotic efflux	CrcB
ARO:3006864	45326	6855	4480	CRD3-1	CRD3-1	WP_122630831.1	NG_062235.1	CRD3 beta-lactamase	carbapenem	antibiotic inactivation	CRD3-1
ARO:3006865	45327	6856	4481	CRH-1	CRH-1	WP_043592266.1	NG_054656.1	CRH beta-lactamase	carbapenem	antibiotic inactivation	CRH-1
ARO:3006866	45328	6857	4482	CRH-2	CRH-2	WP_109545050.1	NG_057456.1	CRH beta-lactamase	carbapenem	antibiotic inactivation	CRH-2
ARO:3006867	45329	6858	4483	CRH-3	CRH-3	WP_109545051.1	NG_057457.1	CRH beta-lactamase	carbapenem	antibiotic inactivation	CRH-3
ARO:3000518	36657	4752	869	CRP	CRP	BAE77933.1	AP009048.1	resistance-nodulation-cell division (RND) antibiotic efflux pump	fluoroquinolone antibiotic;macrolide antibiotic;penam	antibiotic efflux	CRP
ARO:3006868	45330	6859	4484	CRP-1	CRP-1	WP_043629745.1	NG_054657.1	CRP beta-lactamase	carbapenem	antibiotic inactivation	CRP-1
ARO:3007118	45694	8464	5788	crxA	crxA	MBS5055441.1	JAGZKL010000021.1	subclass B1 Bacteroides xylanisolvens crx beta-lactamase	carbapenem	antibiotic inactivation	crxA
ARO:3006869	45331	6860	4485	CSA-1	CSA-1	WP_007888761.1	NG_062223.1	CSA beta-lactamase	cephalosporin	antibiotic inactivation	CSA-1
ARO:3006870	45332	6861	4486	CSA-2	CSA-2	WP_004384957.1	NG_062211.1	CSA beta-lactamase	cephalosporin	antibiotic inactivation	CSA-2
ARO:3006871	45333	6862	4487	CSP-1	CSP-1	WP_063859920.1	NG_048896.1	CSP beta-lactamase	cephalosporin	antibiotic inactivation	CSP-1
ARO:3001864	38264	1916	420	CTX-M-1	CTX-M-1	CAA63262.1	X92506.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-1
ARO:3001873	38273	1995	1946	CTX-M-10	CTX-M-10	AAT68658.1	AY598759.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-10
ARO:3001959	38359	784	717	CTX-M-100	CTX-M-100	CBW46935.1	FR682582.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-100
ARO:3001960	38360	865	307	CTX-M-101	CTX-M-101	ADY02545.1	HQ398214.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-101
ARO:3001961	38361	946	838	CTX-M-102	CTX-M-102	ADY02546.1	HQ398215.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-102
ARO:3001962	38362	1026	1440	CTX-M-103	CTX-M-103	CDG50843.1	HG423149.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-103
ARO:3001963	38363	1104	2022	CTX-M-104	CTX-M-104	ADY02555.1	HQ833652.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-104
ARO:3001965	38365	1184	1182	CTX-M-105	CTX-M-105	ADY02554.1	HQ833651.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-105
ARO:3001966	38366	1271	1774	CTX-M-106	CTX-M-106	ADZ31262.1	HQ913565.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-106
ARO:3001967	38367	8431	279	CTX-M-107	CTX-M-107	AEM44650.1	JF274244.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-107
ARO:3001968	38368	8429	847	CTX-M-108	CTX-M-108	AEM44651.1	JF274245.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-108
ARO:3001969	38369	8420	1292	CTX-M-109	CTX-M-109	AEM44654.1	JF274248.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-109
ARO:3001874	38274	1588	280	CTX-M-11	CTX-M-11	AAF93177.1	AY005110.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-11
ARO:3001970	38370	1665	1287	CTX-M-110	CTX-M-110	AEM44648.1	JF274242.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-110
ARO:3001971	38371	1740	1884	CTX-M-111	CTX-M-111	AEM44649.1	JF274243.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-111
ARO:3001972	38372	1818	130	CTX-M-112	CTX-M-112	AEM44652.1	JF274246.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-112
ARO:3001973	38373	1901	939	CTX-M-113	CTX-M-113	AEM44653.1	JF274247.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-113
ARO:3001974	38374	1980	1057	CTX-M-114	CTX-M-114	ACU00153.1	GQ351346.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-114
ARO:3001975	38375	766	1769	CTX-M-115	CTX-M-115	AIL54055.1	KJ911020.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-115
ARO:3001976	38376	824	1867	CTX-M-116	CTX-M-116	AEI70324.1	JF966749.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-116
ARO:3001977	38377	906	551	CTX-M-117	CTX-M-117	AET99223.1	JN227085.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-117
ARO:3001875	38275	1008	1779	CTX-M-12	CTX-M-12	AAG34108.1	AF305837.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-12
ARO:3001980	38380	1085	25	CTX-M-121	CTX-M-121	AFA51699.1	JN790862.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-121
ARO:3001981	38381	1167	591	CTX-M-122	CTX-M-122	AFA51700.1	JN790863.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-122
ARO:3001982	38382	1254	689	CTX-M-123	CTX-M-123	AFA51701.1	JN790864.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-123
ARO:3001983	38383	1333	1145	CTX-M-124	CTX-M-124	AFH88134.1	JQ429324.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-124
ARO:3001984	38384	1410	282	CTX-M-125	CTX-M-125	AFO69261.1	JQ724542.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-125
ARO:3001985	38385	1476	246	CTX-M-126	CTX-M-126	BAL72196.1	AB703103.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-126
ARO:3001986	38386	6863	4488	CTX-M-127	CTX-M-127	WP_088245211.1	NG_055268.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-127
ARO:3001988	38388	1550	2010	CTX-M-129	CTX-M-129	AFJ59956.1	JX017364.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-129
ARO:3001876	38276	8220	1457	CTX-M-13	CTX-M-13	AAF72531.1	AF252623.2	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-13
ARO:3001989	38389	1703	7	CTX-M-130	CTX-M-130	AFJ59957.1	JX017365.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-130
ARO:3001990	38390	4241	896	CTX-M-131	CTX-M-131	AEW46676.3	JN969893.3	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-131
ARO:3001991	38391	1861	1357	CTX-M-132	CTX-M-132	AFQ94051.1	JX313020.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-132
ARO:3001992	38392	1964	1815	CTX-M-134	CTX-M-134	AFX60298.1	JX896165.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-134
ARO:3001995	38395	2042	1910	CTX-M-136	CTX-M-136	AGG08693.1	KC351754.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-136
ARO:3001994	38394	785	671	CTX-M-137	CTX-M-137	BAO37256.1	AB900900.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-137
ARO:3001996	38396	6864	4489	CTX-M-138	CTX-M-138	WP_070064534.1	NG_051737.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-138
ARO:3001997	38397	866	908	CTX-M-139	CTX-M-139	AFY98865.1	KC107824.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-139
ARO:3001877	38277	8283	841	CTX-M-14	CTX-M-14	AAF72530.1	AF252622.2	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-14
ARO:3001998	38398	6865	4490	CTX-M-140	CTX-M-140	WP_063108644.1	NG_068166.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-140
ARO:3001999	38399	1027	1064	CTX-M-141	CTX-M-141	AGN11769.1	KC964871.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-141
ARO:3002000	38400	1105	878	CTX-M-142	CTX-M-142	AGW25368.1	KF240809.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-142
ARO:3002001	38401	6866	4491	CTX-M-143	CTX-M-143	WP_156404649.1	NG_067138.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-143
ARO:3002002	38402	1185	1768	CTX-M-144	CTX-M-144	AHX39588.1	KJ020573.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-144
ARO:3002004	38404	6867	4492	CTX-M-146	CTX-M-146	WP_102607454.1	NG_056169.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-146
ARO:3002005	38405	1272	380	CTX-M-147	CTX-M-147	AHA80961.1	KF513180.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-147
ARO:3002006	38406	1351	1944	CTX-M-148	CTX-M-148	AHX39589.1	KJ020574.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-148
ARO:3001878	38278	1430	2035	CTX-M-15	CTX-M-15	AAL02127.1	AY044436.1	CTX-M beta-lactamase	cephalosporin;penam	antibiotic inactivation	CTX-M-15
ARO:3002007	38407	6868	4493	CTX-M-150	CTX-M-150	WP_063859959.1	NG_048936.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-150
ARO:3002008	38408	1511	362	CTX-M-151	CTX-M-151	BAP34782.1	AB916359.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-151
ARO:3002009	38409	1589	1616	CTX-M-152	CTX-M-152	AHY20039.1	KJ461948.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-152
ARO:3002010	38410	6869	4494	CTX-M-153	CTX-M-153	WP_168247876.1	NG_068167.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-153
ARO:3002011	38411	6870	4495	CTX-M-154	CTX-M-154	WP_110093562.1	NG_067221.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-154
ARO:3003163	39740	1666	31	CTX-M-155	CTX-M-155	AIS67611.1	KM211508.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-155
ARO:3003164	39741	1741	1620	CTX-M-156	CTX-M-156	AIS67612.1	KM211509.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-156
ARO:3003165	39742	1819	1251	CTX-M-157	CTX-M-157	AIS67613.1	KM211510.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-157
ARO:3003166	39743	1902	817	CTX-M-158	CTX-M-158	AIT97310.1	KM211691.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-158
ARO:3003167	39744	6063	329	CTX-M-159	CTX-M-159	BAP18874.1	AB976602.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-159
ARO:3001879	38279	767	1606	CTX-M-16	CTX-M-16	AAK32961.1	AY029068.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-16
ARO:3003168	39745	6064	1947	CTX-M-160	CTX-M-160	AJO16046.1	KP050493.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-160
ARO:3003169	39746	6065	3773	CTX-M-161	CTX-M-161	AJU57235.1	KP128034.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-161
ARO:3003646	40256	6066	3774	CTX-M-162	CTX-M-162	AKO63213.1	KP681697.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-162
ARO:3003647	40257	6067	3775	CTX-M-163	CTX-M-163	AKO63214.1	KP681698.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-163
ARO:3003648	40258	6068	3776	CTX-M-164	CTX-M-164	AKR53959.1	KP727571.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-164
ARO:3003649	40259	6069	3777	CTX-M-165	CTX-M-165	AKR53960.1	KP727572.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-165
ARO:3003650	40260	6070	3778	CTX-M-166	CTX-M-166	CFW94147.1	LN830266.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-166
ARO:3005590	44052	6871	4496	CTX-M-167	CTX-M-167	WP_063859974.1	NG_048952.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-167
ARO:3005591	44053	6872	4497	CTX-M-168	CTX-M-168	WP_063859975.1	NG_048953.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-168
ARO:3005592	44054	6873	4498	CTX-M-169	CTX-M-169	WP_063859976.1	NG_048954.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-169
ARO:3001880	38280	907	1906	CTX-M-17	CTX-M-17	AAK71471.1	AY033516.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-17
ARO:3005593	44055	6874	4499	CTX-M-170	CTX-M-170	WP_063859984.1	NG_048956.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-170
ARO:3005594	44056	6875	4500	CTX-M-171	CTX-M-171	WP_065419568.1	NG_051164.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-171
ARO:3005595	44057	6876	4501	CTX-M-172	CTX-M-172	WP_063859993.1	NG_048957.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-172
ARO:3005596	44058	6877	4502	CTX-M-173	CTX-M-173	WP_063859998.1	NG_048958.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-173
ARO:3005597	44059	6878	4503	CTX-M-174	CTX-M-174	WP_063860005.1	NG_048959.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-174
ARO:3005598	44060	6879	4504	CTX-M-175	CTX-M-175	WP_063860009.1	NG_048960.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-175
ARO:3005599	44061	6880	4505	CTX-M-176	CTX-M-176	WP_063860014.1	NG_048961.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-176
ARO:3005600	44062	6881	4506	CTX-M-177	CTX-M-177	WP_063860019.1	NG_048962.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-177
ARO:3005601	44063	6882	4507	CTX-M-178	CTX-M-178	WP_104009847.1	NG_056408.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-178
ARO:3005602	44064	6883	4508	CTX-M-179	CTX-M-179	WP_063860025.1	NG_048963.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-179
ARO:3005603	44065	6884	4509	CTX-M-180	CTX-M-180	WP_063860034.1	NG_048964.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-180
ARO:3005604	44066	6885	4510	CTX-M-181	CTX-M-181	WP_063860035.1	NG_048965.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-181
ARO:3005605	44067	6886	4511	CTX-M-182	CTX-M-182	WP_063860036.1	NG_048966.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-182
ARO:3005606	44068	6887	4512	CTX-M-183	CTX-M-183	WP_064511490.1	NG_050812.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-183
ARO:3005607	44069	6888	4513	CTX-M-184	CTX-M-184	WP_064511491.1	NG_050813.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-184
ARO:3005608	44070	6889	4514	CTX-M-185	CTX-M-185	WP_065102278.1	NG_050944.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-185
ARO:3005609	44071	6890	4515	CTX-M-186	CTX-M-186	WP_065419569.1	NG_051165.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-186
ARO:3005610	44072	6891	4516	CTX-M-187	CTX-M-187	WP_104009848.1	NG_056409.1	CTX-M beta-lactamase	cephalosporin	antibiotic inactivation	CTX-M-187
